รสชาติไม่ได้เรื่องเลยค่ะ,-1
ข้าวนุ่มมาก อร่อยค่ะ,1
อยากกินหมูนุ่มม,0
หมูทอดกำลังดีเลยค่ะ,1
ทอดหมูไหม้เกินไปนะคะ แข็งมาก ฟันหัก,-1
ร้านเปิดไหม,0
ร้านปิดยัง,0
สั่งข้าวได้ไหมม,0
ร้านเปิดกี่โมงง,0
ส่งอาหารเร็วมากก,0
ขอช่องทางการจ่่ายตังหน่อย,0
ยังไม่หิวมากเท่าไหร่,1
ไม่ค่อยอร่อยเลยทำใหม่ไป,-1
กินแล้วอ้วน ไขมันเยอะ,-1
หงุดหงิดอะทำไมส่งช้า,-1
อร่อยดีค่ะ,1
ตอบหน่อยจะโมโหแล้วนะ,-1
จะมาสั่งอีกรอบนะคะ อร่อยมากเลยค่ะ,1
ไม่สั่งอีกรอบหรอกค่ะ,-1
คิดว่าอร่อยมากมั้ง,-1
ไม่อร่อยเลยค่ะ,-1
รสชาติไม่ค่อยเท่าไหร่แต่ราคาถูก,-1
แพงก็แพง จะขายใครคะไม่มีเงินซื้อ,-1
ขอเลื่อนสั่งอาหารเป็นพรุ่งนี้ได้ไหมคะ,0
มีคนแนะนำว่าอร่อยมากเลยมาลองดู,1
จองโต๊ะได้มั้ยคะ,0
ทำไมโต๊ะเต็มไวจัง,-1
พนักงานสุภาพน่ารักมากเลย,1
กับข้าวดีบรรยากาศโอเครวมๆคือดีค่ะ,1
คิดว่ารสชาติไม่อร่อยเท่าที่ควร,-1
คิดว่าร้านอื่นดีกว่า,-1
บริการแย่มาก,-1
อร่อยมากมั้งแกงจืดอะ,-1
ไม่อร่อยค่ะ,-1
อร่อยดี,1
อาหารอร่อยมาก,1
แกงจืดอร่อยดีค่ะ,1
แกงจืดไม่ค่อยอร่อย,-1
ไม่อร่อยเลยอะ,-1
อร่อยใช้ได้เลยย เยื่ยมยอด,1
มาส่งของเร็วมากก,1
ข้าวอร่อยมาก ไม่แข็งเลยย,1
กับข้าวน่ากินดี,1
เมนูมีหลายอย่างมากกก,1
hello,0
hi,0
วันนี้ขายมั้ย,0
จองโต๊ะได้ที่ไหนคะ,0
รอโต๊ะนานไหมคะ,0
รอโต๊ะนานมั้ยคะ,0
ไก่ย่างอร่อยดีค่ะ เนื้อนุ่มมาก,1
อาหารพอกินได้,1
พอกินได้นะ เฉยๆ,0
ดีค่ะ,1
ไม่ค่อยถูกปาก,-1
สั่งอาหารนานมั้ย,0
ตอนนี้คิวนานมั้ยคะ,0
หิวมากกกก,-1
ไม่อร่อยอย่าหาทำ,-1
ปิดร้านไปเถอะ,-1
หิวจังเลยยย,-1
ตกแต่งดูดี,1
มีโต๊ะว่างไหม,0
รสชาติเลิศมากก จะมาตำอีกนะคะ,1
มีอะไรอร่อยบ้าง,0
อร่อยถูกปากมากค่ะ,1
จะมากินอีกนะ,1
ดีจ้าาา,0
ร้านเปิดป่าว,0
ขนมอร่อยดีนะ,1
น่ากินมากกกก,1
อยากกินอีก เดี๋ยวจะมาสั่งใหม่,1
โมจินุ่มมากก ฟินนน,1
น่าทานมากๆ,1
ทำไมร้านอยู่ไกลจัง,-1
ร้านแคบจัง ไปแล้วไม่มีที่นั่งเลย,-1
ขนมน่าอร่อยจัง,1
มาตรฐานของร้านต่ำช้าลงไปทุกที,-1
ร้านได้มาตรฐาน สมราคาดี,1
รอนานเกิน,-1
ทำอาหารเร็วดี อร่อยด้วย,1
บอทใช้งานยากจัง,-1
อยากติดต่อเจ้าของร้านค่ะ,0
งงๆอ่ะ ต้องสั่งยังไง,0
ชอบขนมมาก น่ากิน,1
ไม่ค่อยชอบอาหารเลย,-1
ไม่อยากกินไม่น่่ากินเลยสักนิด,-1
มีเมนูอะไรแนะนำมั้ย,0
ไม่ชอบอาหารที่ทำเลย,-1
อาหารอร่อยมากเลย,1
สวัสดีค้าบบ,0
ร้านเปิดกี่โมง,0
เค้กส้มหอมน่ากินมากค่ะ,1
ร้านหุงข้าวแฉะเกินไปนะ,-1
รสชาติอร่อยดี,1
ชอบอาหารร้านนี้มาก,1
มีคนแนะนำมา มีเมนูอะไรบ้างคะ,0
มีอะไรกินบ้าง,0
ต้มยำอร่อยมากก,1
ไม่อร่อยเลยอ่ะ,-1
ไม่ชอบขนมเลย,-1
เมื่อไหร่จะมาส่งข้าวโว้ยยย,-1
หิวแล้วเนี่ย,-1
มาส่งช้าอาหารมากเลยค่ะ,-1
วันนี้อากาศดีจัง,1
สวัสดีค่ะ,0
น้องบอทน่ารักมากกก,1
ร้านจัดสวยมากเลยย,1
กล่องใส่เค้กน่ารักมากเลยค่ะ,1
เนื้อเค้กหวานพอดีเลย อร่อยมักๆ,1
จะกลับมาสั่งอีกนะคะ ชอบเค้กมากค่ะ,1
รอเป็นชาติละ จะได้กินตอนไหน,-1
นมบูดป่าววะ,-1
ส่งของเน่าๆมาทำไม ไม่กิน!,-1
แกงส้มใช้มะนาวอะไรขมมาก,-1
ทาร์ตไข่เลี่ยนจัง,-1
เค้กไม่ค่อยเลี่ยนเลย,1
โกโก้หวานเลี่ยนเกินไป,-1
คุณสวยจังงง,1
สุดยอดไปเลย,1
เลี่ยนมาก,-1
ร้านน่ารักมาก,1
ไอต้าวน่ารักดด,1
ดีจ้า,0
ข้าวผัดดีมากจ้า,1
บรรยากาศดีจ้า,1
แย่มากเจอแมลงสาบในอาหาร,-1
เจอแมลงสาบ,-1
ดีค่ะ,0
วันนี้อากาศดีค่ะ,1
หวานเกิ๊นนนน,-1
อารมณ์ดีเพราะมีความสุข,1
ร้านเปิดยัง,0
รอนานโคตร,-1
ไม่อยากใช้บริการแล้ว,-1
อาหารรสชาติโคตรเลี่ยน,-1
หาความอร่อยไม่เจอ,-1
ขอยกเลิกรายการค่ะ,-1
ปิดร้านไปทำอย่างอื่นขายเถอะ,-1
ยกเลิกออเดอร์ค่ะ,-1
ชานมหวานแบบเบาหวานขึ้น,-1
ร้านเปิดเวลาไหนบ้าง,0
รชชาติไม่ค่อยดีเท่าไหร่,-1
รู้งี้ไปกินร้านอื่นดีกว่า,-1
กินไม่ค่อยลง,-1
ว่าไงจ๊ะคนสวย,0
หวัดดีค่าาา,0
ดีค่ะ,0
ดีเกินนน,1
hello,0
hi,0
ข้าวผัดปูเค็มไปหน่อย,-1
บายยยย,0
ถามหาความอร่อยจากที่ไหนได้บ้าง,-1
ไม่อร่อยเลยค่ะ,-1
รออาหารไม่นาน,1
รสชาติดีมากก,1
ร้านมีเทสที่ดีนะคะ,1
ทอนเงินไม่ครบค่ะ,-1
ออเดอร์จะสามชั่วโมงแล้วค่ะ,-1
ทำช้าจัง,-1
รีบหน่อย,-1
ดีจ้า,0
อาหารค่อนข้างเลี่ยนนะ,-1
น้ำหวานเกินไป,-1
ขนมดีเกินไปมั้ยชอบมาก,1
อร่อยมากเลย,1
รถติดหรอคะมาช้าจัง,-1
คนหน้าตาดีเค้าชอบกินอาหารรสชาติดี,1
ดีจ้า,0
วันนี้มีไรกินบ้าง,0
ที่จอดรถหาไม่ได้เลย,-1
หน้าตาไม่ดีเลย,-1
ผัดเผ็ดรสชาติแหวะมาก,-1
จริงๆทำอร่อยนะคะแต่อร่อยกว่านี้ได้อีก,1
พอกันทีกับร้านนี้,-1
เลิกกินค่ะ,-1
ชาเย็นอร่อยจังเลยค่ะ,1
เครปเค้กโคตรเลี่ยนนนน,-1
อร่อยได้แค่นี้หรอ,-1
ดีค่ะ,0
ร้านเปิดแล้วยัง,0
ขอจองโต๊ะหน่อย,0
สภาพข้าวผัดดูไม่ได้เลย,-1
ทำไมมาส่งช้าจังคะ,-1
บริการแย่,-1
ร้านบรรยากาศดีมาก,1
ไม่อึดอัดเลยค่ะ,1
อาหารอร่อยถูกปากมาก,1
ถูกปากมากเลยย,1
ร้านนั่งชิวมาก,1
จะมาอีกแน่นอน,1
ประทับใจค่ะ,1
น้องๆพนักงานบริการดีมาก,1
พนักงานไม่ค่อยใส่ใจบริการเลย,-1
สั่งอาหารค่ะ,0
โดยรวมโอเคค่ะ,1
มาให้ไวกว่านี้หน่อย,-1
อร่อยมากๆเลย,1
ร้านเปิดเพลงเพราะดี,1
ชอบวันหลังจะมาอุดหนุนอีก,1
ดีต่อใจมากค่ะ,1
เจ้าของร้านน่ารัก,1
สั่งอาหารจ้า,0
ขอดูเมนูหน่อย,0
ร้านปิดยัง,0
พอใจมากค่ะ,1
ไม่แพงง,1
แพงมาก,-1
รสชาติพอดี,1
หวานละมุน,1
แกงส้มไข่ชะอมรสชาติกลมกล่อม,1
สวัสดีค่ะแม่คนงาม,0
หิวแล้ว,-1
ส่งช้า?รสชาติแย่,-1
หวานเลี่ยนแปลกๆ,-1
ขนมหน้าตาแปลก,-1
เจ้าของร้านหน้าตาแปลก,-1
รสชาติอาหารเหมือนบูดเลยค่ะ,-1
อาหารไม่ตรงปกเลยให้น้อย,-1
ขุ่นพระ?รสชาติอร่อยมากกก,1
อร่อยจัง,1
กินง่ายมากนุ่มมม,1
ชอบร้านนี้นะแต่ให้น้อยไปหน่อย,1
กินแล้วไม่อิ่มเลย,-1
กินแล้วไม่อิ่มไม่กินดีกว่า,-1
คุณภาพอาหารแย่มาก,-1
ข้าวบูดหรอคะ,-1
กินไม่ได้,-1
ไม่ใช่อาหารคน,-1
รสชาติแย่มากๆ,-1
ไม่ชอบที่ใส่ผักเยอะ,-1
บัวลอยเลี่ยนมาก,-1
ขนมเค้กคือดี,1
ไม่ค่อยชอบเลย,-1
ไม่อร่อยเลย,-1
ไม่โอเคเลย,-1
หน้าตาใช่ได้,1
แกงมันขมมาก,-1
หน้าตาโอเคอยู่,1
บริการดี,1
บริการห่วยแตก,-1
ไม่ได้ดั่งใจ,-1
ไปทำมาใหม่เหอะ,-1
หน้าตาสวยมาก,1
ร้านสวยสบายตา,1
มั่นหน้ามาก,-1
หยอกเล่นๆ,1
คิดว่าตัวเองเป็นใครหรอ,-1
เป็นแค่ร้านอาหารกระจอกๆ,-1
อย่ามาเทียบชั้นกับภัตราคารหรูๆ,-1
อย่าเบียวได้มั้ย,-1
รับไม่ได้เลยแย่,-1
รับไม่ได้ก็ลาออก,-1
เลิกทำร้านนี้ซะ,-1
ไปฝึกฝีมือมาใหม่,-1
ไม่มีอะไรดีสักอย่าง,-1
รสชาติเกลือๆ,-1
ขอโทษจริงๆ,-1
วันนี้เกลือมาก,-1
ไม่มีเงินแล้ว,-1
ให้ข้าวน้อยมาก,-1
ไอขี้งก,-1
ตังค์หมด,-1
สมน้ำหน้า,-1
แบร่ๆ,-1
ไม่มีตังค์,-1
ไม่อร่อยอย่าหาทำ,-1
ขอกินฟรีได้มั้ย,0
หน้าไม่อายมาขอกินฟรี,-1
ข้าวผัดหน้าตาดีสมราคา,1
หน้าร้านโอเค,1
บรรยากาศปลอดโปร่ง,1
หมาที่ร้านน่ารัก,1
พนักงานไม่สวมแมสโคตรแย่,-1
ลาออกไปสักที,-1
น่ารำคาญ,-1
โควิดทำเดือดร้อนไปหมด,-1
อย่าหาทำ,-1
หน้าตาหลอกดาว,-1
เจ็บคอมากๆ,-1
รู้สึกเป็นไข้ค่ะไข้ใจ..,-1
ปวดท้องอ่ะ,-1
อี๋? แหวะไม่อร่อย,-1
บอกไม่เคยจำว่าอย่าใช้ถุงพลาสติก,-1
ช่วงปรับปรุงหน้าร้านด้วยค่ะ,-1
ขอให้โชคดีนะ,1
ขอให้มีวันที่ดี,1
ยกเลิกออเดอร์ค่ะ?มาส่งช้า,-1
ทำไมราคาถูกจัง,1
วันนี้เป็นไงบ้าง,0
อยู่ตรงนั้นสบายดีไหม,0
หายไปเลยนะ,0
รู้สึกแย่จัง,-1
ตอบหน่อยถ้ายังใส่ใจกันอยู่,0
ร้านนี้ดี,1
แพงมั้ยแบบนี้,0
ราคาแพงรึป่าว,0
ราคาแบบนี้เหมาทั้งร้านยังได้เลย,1
ทำไมช้าขนาดนี้,-1
ทำไมไม่ใส่ช้อนมาให้คะ,-1
ทำให้ผิดหวังมาก,-1
ไม่คุ้มเลย,-1
เหนื่อยจนไม่อยากทำอะไรละ,-1
ทำให้ชอบแล้วก็ช่วยรับผิดชอบด้วยค่ะ,1
รู้สึกหมดไฟหมดกำลังกาย,-1
ว้าว?อร่อยมาก,1
สู้ๆนะคะ,1
รสมือแม่?มาก,1
ขอบคุณมาก,1
ชอบนะ,1
ทำไมน่าร๊าก,1
ถือเป็นสิ่งที่ดี,1
โชคดีนะ,1
ขอบคุณนะที่ส่งสิ่งดีๆมาให้,1
กินแล้วมีความสุข,1
ขอให้พระเจ้าอวยพร,1
อร่อยมากเลย,1
ท้องฟ้าโปร่งสดใส,1
น่าสนใจดี,1
น่ารักกกกกก,1
หอมน่ากิน,1
แกกับฉันมันคนละระดับ,-1
ร้านอาหารกากๆ,-1
แหวะ? รสชาติอย่างกับน้ำยาล้างจาน,-1
มีเศษฝุ่นในน้ำกระเจี๊ยบ?,-1
เจอแมลงสาบ,-1
มีแมลงอยู่ในกล่อง,-1
ไม่ขออะไรมาก?ช่วยปิดกิจการที?,-1
มีขาแมลงสาบอยู่ได้ไง,-1
ห่วยมาก,-1
ดูสกปรก,-1
สะอาดมากๆ,1
พอใช้ได้นะ,1
ประทับใจมากๆ,1
อร่อยสุดๆ,1
ดี,1
ขอบคุณ,1
สู้เสมอ,1
ผ่าน,1
โคตรสนุก,1
สุดยอด,1
น่ารัก,1
คิดถึง,1
สู้,1
รอยยิ้ม,1
ความทรงจำที่ดี,1
รักมาก,1
ดีใจ,1
รัก,1
รักหมดใจ,1
ชอบจัง,1
ความทรงจำที่ยังสวยงาม,1
ดีใจด้วย,1
ปลอดภัย,1
ดูแลตัวเองด้วย,1
ขอบคุณมิตรภาพดีๆ,1
โอกาศดี,1
มองโลกในแง่ดี,1
ไม่ต้องคิดมาก,1
เป็นกำลังใจให้,1
พรุ่งนี้ต้องดีกว่านี้,1
ขอบใจมาก,1
โคตรหล่อ,1
หยุดยิ้มไม่ได้,1
อารมณ์ดี,1
สวยงามมาก,1
สิ่งที่รู้สึกอยากเห็นมาก,1
บรรยากาศอบอุ่นดีมาก,1
ชอบจัง,1
ขำตลกจริง,1
ทำไมน่ารักขนาดนี้,1
น่ารักมากอบอุ่น,1
เดินทางปลอดภัย,1
อบอุ่นจัง,1
โครตฮาหัวเราะอร่อยมาก,1
ชอบ,1
ไม่เดือดร้อน,1
ทำไมน่าร๊าก,1
อวยพร,1
โชคดี,1
ความหวังในอนาคต,1
ขอให้ความสุข,1
ให้โอกาส,1
ความสุข,1
ดีที่สุด,1
ดีใจความสุข,1
ชอบที่เธอแกล้งเราแอบไปยิ้ม,1
กินของอร่อย,1
มีความสุข,1
ข้อดี,1
สะดวก,1
เข้าใจง่าย,1
ไม่เสียใจ,1
สบายใจ,1
ชัดเจน,1
ยังรอดชีวิต,1
มีมุมสวยเยอะ,1
ฝีมือเทพน่านับถือ,1
นี้ฟ้าโปร่งสดใส,1
เพลิดเพลิน,1
น่าสนดี,1
วิเศษ,1
สายตาอบอุ่น,1
น่ารักที่สุด,1
ความทรงจำดี,1
ดวงดี,1
เย้ดีใจด้วย,1
สำคัญ,1
เห็นด้วย,1
พูดได้ดี,1
สมบูรณ์แบบ,1
ทำได้ดีมาก,1
ปังมาก,1
หอมน่ากิน,1
อยากรัก,1
น่ากินน่าอร่อย,1
เราโอเค,1
ผูกพัน,1
มากอดมา,1
สนใจ,1
กำลังใจ,1
อยากรู้จักจัง,1
ช่วงที่ดีที่สุด,1
เหลือเชื่อมาก,1
น่าตื่นเต้นและยิ่งใหญ่มาก,1
เจ๋ง,1
พอใจมาก,1
ภาคภูมิใจ,1
สวยงาม,1
ความทรงจำที่ดี,1
สนุกมาก,1
สนุกสนาน,1
ขอบคุณที่รัก,1
อย่ายอมแพ้,1
ชัยชนะสิ่งที่คุ้มค่า,1
อร่อยที่สุดในโลก,1
เซอร์ไพรส์,1
สู้สู้,1
พยายามแบ๊ว,1
ดีที่สุด,1
ขอกำลังใจหน่อย,1
ทุกพูดความจริง,1
เธอน่ารักจังทำให้ใจเซ,1
มีข่าวดี,1
น่ารัก,1
จิตใจดีและขยัน,1
ปลอดภัยไว้ก่อนป้องกันไว้,1
เข้าใจง่ายสะดวกรวดเร็ว,1
คุณค่าที่คู่ควร,1
ไม่อดตายแล้ว,1
ขอกอดหน่อย,1
ดีเนาะ,1
ฝันดี,1
ของอร่อยน่ากิน,1
เห็นด้วย,1
ดีต่อใจ,1
ประหยัด,1
เชียร์,1
สดใส,1
เก่งขึ้นมาก,1
ฝีมือพัฒนาเร็วมาก,1
คำพูดหวานหวาน,1
น่ากิน,1
ชอบความรู้สึกแบบนี้,1
ห่วงเสมอ,1
ได้ฟังเพลงที่ชอบ,1
เดี๋ยวได้เจอกันอีก,1
สุขใจ,1
เต็มใจ,1
ขายดี,1
แฮปปี้,1
สวยขึ้นน่ารักขึ้น,1
บรรยากาศดี,1
ของโปรด,1
สวรรค์,1
เพราะจัง,1
เพลงไพเราะมาก,1
เพลงเพราะมาก,1
พรวิเศษ,1
เรื่องน่ายินดีใจมาก,1
ทำความดี,1
สดชื่น,1
ทุกอย่างจะดีขึ้น,1
แน่ใจว่าทำได้แน่นอน,1
รักเสมอ,1
สมหวังทุกประการ,1
รู้สึกอบอุ่น,1
ยิ้ม,1
กำลังใจ,1
แรงใจ,1
ห่วงใย,1
มุมมองดี,1
ทัศนคติดี,1
คุณภาพดี,1
ชนะเลิศ,1
ได้รางวัล,1
เข้าใจดี,1
เบิกบาน,1
คึกครื้น,1
คุ้มค่า,1
สุภาพเรียบร้อย,1
ประทับใจ,1
มีประโยชน์,1
ได้กำไร,1
คลี่คลาย,1
โล่งใจ,1
รวดเร็วทันใจ,1
ใจเย็น,1
ตอกย้ำความทรงจำดี,1
หวานใจ,1
อยากกอด,1
โครตน่ารัก,1
มหัศจรรย์,1
สิ่งพิเศษ,1
วิเศษ,1
ผ่อนคลาย,1
เจริญรุ่งเรือง,1
สะอาด,1
เอาใจใส่,1
ภาวนา,1
ด้านบวก,1
ปลื้มดีใจ,1
คึกคัก,1
เจตนาดี,1
จิตแจ่มใส,1
เปรี้ยงปร้าง,1
ฮิต,1
เคารพนับถือ,1
สุขุม,1
ล้ำสมัย,1
ดีที่สุด,1
ทันเวลาพอดี,1
สุจริต,1
น่าเชื่อถือ,1
เท่ห์,1
ไว้วางใจ,1
เสน่ห์,1
ทรงพลัง,1
ทุ่มเท,1
ภักดี,1
งอกงาม,1
คุ้มครอง,1
ยิ้มแย้ม,1
ประเสริฐ,1
คลี่คลาย,1
เอ็นดู,1
เพลิดเพลิน,1
ถูกใจ,1
ไลค์,1
บอท,0
เพลินพุง,0
ไม่ไกล,1
แกงบูด,-1
อยากกินขนม,0
อยากกินข้าว,0
